source_file,method,output_file,n_rows,n_cols
sim_mar_r10pct_rep094.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep094.csv,3852,12
sim_mar_r10pct_rep094.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep094.csv,3852,12
sim_mar_r10pct_rep094.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep094.csv,38520,12
sim_mar_r10pct_rep095.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep095.csv,2128,12
sim_mar_r10pct_rep095.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep095.csv,3852,12
sim_mar_r10pct_rep095.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep095.csv,3852,12
sim_mar_r10pct_rep095.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep095.csv,3852,12
sim_mar_r10pct_rep095.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep095.csv,38520,12
sim_mar_r10pct_rep096.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep096.csv,2159,12
sim_mar_r10pct_rep096.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep096.csv,3852,12
sim_mar_r10pct_rep096.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep096.csv,3852,12
sim_mar_r10pct_rep096.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep096.csv,3852,12
sim_mar_r10pct_rep096.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep096.csv,38520,12
sim_mar_r10pct_rep097.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep097.csv,2120,12
sim_mar_r10pct_rep097.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep097.csv,3852,12
sim_mar_r10pct_rep097.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep097.csv,3852,12
sim_mar_r10pct_rep097.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep097.csv,3852,12
sim_mar_r10pct_rep097.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep097.csv,38520,12
sim_mar_r10pct_rep098.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep098.csv,2140,12
sim_mar_r10pct_rep098.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep098.csv,3852,12
sim_mar_r10pct_rep098.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep098.csv,3852,12
sim_mar_r10pct_rep098.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep098.csv,3852,12
sim_mar_r10pct_rep098.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep098.csv,38520,12
sim_mar_r10pct_rep099.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep099.csv,2110,12
sim_mar_r10pct_rep099.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep099.csv,3852,12
sim_mar_r10pct_rep099.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep099.csv,3852,12
sim_mar_r10pct_rep099.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep099.csv,3852,12
sim_mar_r10pct_rep099.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep099.csv,38520,12
sim_mar_r10pct_rep100.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r10pct_rep100.csv,2144,12
sim_mar_r10pct_rep100.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r10pct_rep100.csv,3852,12
sim_mar_r10pct_rep100.csv,knn,imputed_data/knn/knn_sim_mar_r10pct_rep100.csv,3852,12
sim_mar_r10pct_rep100.csv,missforest,imputed_data/missforest/missforest_sim_mar_r10pct_rep100.csv,3852,12
sim_mar_r10pct_rep100.csv,mice,imputed_data/mice/mice_sim_mar_r10pct_rep100.csv,38520,12
sim_mar_r20pct_rep001.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep001.csv,415,12
sim_mar_r20pct_rep001.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep001.csv,1500,12
sim_mar_r20pct_rep001.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep001.csv,1500,12
sim_mar_r20pct_rep001.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep001.csv,1500,12
sim_mar_r20pct_rep001.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep001.csv,15000,12
sim_mar_r20pct_rep002.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep002.csv,453,12
sim_mar_r20pct_rep002.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep002.csv,1500,12
sim_mar_r20pct_rep002.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep002.csv,1500,12
sim_mar_r20pct_rep002.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep002.csv,1500,12
sim_mar_r20pct_rep002.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep002.csv,15000,12
sim_mar_r20pct_rep003.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep003.csv,426,12
sim_mar_r20pct_rep003.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep003.csv,1500,12
sim_mar_r20pct_rep003.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep003.csv,1500,12
sim_mar_r20pct_rep003.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep003.csv,1500,12
sim_mar_r20pct_rep003.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep003.csv,15000,12
sim_mar_r20pct_rep004.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep004.csv,426,12
sim_mar_r20pct_rep004.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep004.csv,1500,12
sim_mar_r20pct_rep004.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep004.csv,1500,12
sim_mar_r20pct_rep004.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep004.csv,1500,12
sim_mar_r20pct_rep004.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep004.csv,15000,12
sim_mar_r20pct_rep005.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep005.csv,450,12
sim_mar_r20pct_rep005.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep005.csv,1500,12
sim_mar_r20pct_rep005.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep005.csv,1500,12
sim_mar_r20pct_rep005.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep005.csv,1500,12
sim_mar_r20pct_rep005.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep005.csv,15000,12
sim_mar_r20pct_rep006.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep006.csv,447,12
sim_mar_r20pct_rep006.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep006.csv,1500,12
sim_mar_r20pct_rep006.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep006.csv,1500,12
sim_mar_r20pct_rep006.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep006.csv,1500,12
sim_mar_r20pct_rep006.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep006.csv,15000,12
sim_mar_r20pct_rep007.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep007.csv,452,12
sim_mar_r20pct_rep007.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep007.csv,1500,12
sim_mar_r20pct_rep007.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep007.csv,1500,12
sim_mar_r20pct_rep007.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep007.csv,1500,12
sim_mar_r20pct_rep007.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep007.csv,15000,12
sim_mar_r20pct_rep008.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep008.csv,425,12
sim_mar_r20pct_rep008.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep008.csv,1500,12
sim_mar_r20pct_rep008.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep008.csv,1500,12
sim_mar_r20pct_rep008.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep008.csv,1500,12
sim_mar_r20pct_rep008.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep008.csv,15000,12
sim_mar_r20pct_rep009.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep009.csv,447,12
sim_mar_r20pct_rep009.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep009.csv,1500,12
sim_mar_r20pct_rep009.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep009.csv,1500,12
sim_mar_r20pct_rep009.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep009.csv,1500,12
sim_mar_r20pct_rep009.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep009.csv,15000,12
sim_mar_r20pct_rep010.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep010.csv,430,12
sim_mar_r20pct_rep010.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep010.csv,1500,12
sim_mar_r20pct_rep010.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep010.csv,1500,12
sim_mar_r20pct_rep010.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep010.csv,1500,12
sim_mar_r20pct_rep010.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep010.csv,15000,12
sim_mar_r20pct_rep011.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep011.csv,440,12
sim_mar_r20pct_rep011.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep011.csv,1500,12
sim_mar_r20pct_rep011.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep011.csv,1500,12
sim_mar_r20pct_rep011.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep011.csv,1500,12
sim_mar_r20pct_rep011.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep011.csv,15000,12
sim_mar_r20pct_rep012.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep012.csv,427,12
sim_mar_r20pct_rep012.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep012.csv,1500,12
sim_mar_r20pct_rep012.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep012.csv,1500,12
sim_mar_r20pct_rep012.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep012.csv,1500,12
sim_mar_r20pct_rep012.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep012.csv,15000,12
sim_mar_r20pct_rep013.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep013.csv,442,12
sim_mar_r20pct_rep013.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep013.csv,1500,12
sim_mar_r20pct_rep013.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep013.csv,1500,12
sim_mar_r20pct_rep013.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep013.csv,1500,12
sim_mar_r20pct_rep013.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep013.csv,15000,12
sim_mar_r20pct_rep014.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep014.csv,411,12
sim_mar_r20pct_rep014.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep014.csv,1500,12
sim_mar_r20pct_rep014.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep014.csv,1500,12
sim_mar_r20pct_rep014.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep014.csv,1500,12
sim_mar_r20pct_rep014.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep014.csv,15000,12
sim_mar_r20pct_rep015.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep015.csv,428,12
sim_mar_r20pct_rep015.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep015.csv,1500,12
sim_mar_r20pct_rep015.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep015.csv,1500,12
sim_mar_r20pct_rep015.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep015.csv,1500,12
sim_mar_r20pct_rep015.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep015.csv,15000,12
sim_mar_r20pct_rep016.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep016.csv,436,12
sim_mar_r20pct_rep016.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep016.csv,1500,12
sim_mar_r20pct_rep016.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep016.csv,1500,12
sim_mar_r20pct_rep016.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep016.csv,1500,12
sim_mar_r20pct_rep016.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep016.csv,15000,12
sim_mar_r20pct_rep017.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep017.csv,433,12
sim_mar_r20pct_rep017.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep017.csv,1500,12
sim_mar_r20pct_rep017.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep017.csv,1500,12
sim_mar_r20pct_rep017.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep017.csv,1500,12
sim_mar_r20pct_rep017.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep017.csv,15000,12
sim_mar_r20pct_rep018.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep018.csv,420,12
sim_mar_r20pct_rep018.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep018.csv,1500,12
sim_mar_r20pct_rep018.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep018.csv,1500,12
sim_mar_r20pct_rep018.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep018.csv,1500,12
sim_mar_r20pct_rep018.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep018.csv,15000,12
sim_mar_r20pct_rep019.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep019.csv,445,12
sim_mar_r20pct_rep019.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep019.csv,1500,12
sim_mar_r20pct_rep019.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep019.csv,1500,12
sim_mar_r20pct_rep019.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep019.csv,1500,12
sim_mar_r20pct_rep019.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep019.csv,15000,12
sim_mar_r20pct_rep020.csv,complete_case,imputed_data/complete_case/complete_case_sim_mar_r20pct_rep020.csv,442,12
sim_mar_r20pct_rep020.csv,mean_mode,imputed_data/mean_mode/mean_mode_sim_mar_r20pct_rep020.csv,1500,12
sim_mar_r20pct_rep020.csv,knn,imputed_data/knn/knn_sim_mar_r20pct_rep020.csv,1500,12
sim_mar_r20pct_rep020.csv,missforest,imputed_data/missforest/missforest_sim_mar_r20pct_rep020.csv,1500,12
sim_mar_r20pct_rep020.csv,mice,imputed_data/mice/mice_sim_mar_r20pct_rep020.csv,15000,12
